stack,lab,Time,Nuclear_Label,Cell_Label,Branch,SmallBranch,Lineage
stack_2,078_013,78,13,30,2_0,00000000002_0_0,2
stack_2,079_005,79,5,31,2_0,00000000002_0_0,2
stack_2,086_005,86,5,30,2_0,00000000002_0_0,2
stack_2,080_004,80,4,29,2_0,00000000002_0_0,2
stack_2,082_004,82,4,30,2_0,00000000002_0_0,2
stack_2,083_004,83,4,31,2_0,00000000002_0_0,2
stack_2,084_002,84,2,31,2_0,00000000002_0_0,2
stack_2,085_002,85,2,31,2_0,00000000002_0_0,2
stack_2,076_008,76,8,28,2_0,00000000002_0_0,2
stack_2,081_010,81,10,30,2_0,00000000002_0_0,2
stack_2,075_011,75,11,28,2_0,00000000002_0_0,2
stack_2,068_020,68,20,10,2_0,00000000002_0_0,2
stack_2,073_011,73,11,21,2_0,00000000002_0_0,2
stack_2,072_006,72,6,18,2_0,00000000002_0_0,2
stack_2,071_008,71,8,14,2_0,00000000002_0_0,2
stack_2,070_010,70,10,14,2_0,00000000002_0_0,2
stack_2,069_015,69,15,13,2_0,00000000002_0_0,2
stack_2,067_020,67,20,9,2_0,00000000002_0_0,2
stack_2,066_026,66,26,3,2_0,00000000002_0_0,2
stack_2,064_010,64,10,6,2_0,0000000000002_0,2
stack_2,063_008,63,8,3,2_0,0000000000002_0,2
stack_2,062_005,62,5,4,2_0,0000000000002_0,2
stack_2,061_012,61,12,6,2_0,0000000000002_0,2
stack_2,087_013,87,13,29,2_0,00000000002_0_0,2
stack_2,074_010,74,10,27,2_0,00000000002_0_0,2
stack_2,088_004,88,4,29,2_0,00000000002_0_0,2
stack_2,060_015,60,15,6,2_0,0000000000002_0,2
stack_2,090_030,90,30,35,2_0,00000000002_0_0,2
stack_2,089_026,89,26,32,2_0,00000000002_0_0,2
stack_2,112_026,112,26,16,2_0,00000000002_0_0,2
stack_2,110_009,110,9,17,2_0,00000000002_0_0,2
stack_2,109_008,109,8,16,2_0,00000000002_0_0,2
stack_2,108_014,108,14,22,2_0,00000000002_0_0,2
stack_2,107_017,107,17,23,2_0,00000000002_0_0,2
stack_2,106_026,106,26,21,2_0,00000000002_0_0,2
stack_2,105_027,105,27,21,2_0,00000000002_0_0,2
stack_2,104_023,104,23,21,2_0,00000000002_0_0,2
stack_2,103_030,103,30,20,2_0,00000000002_0_0,2
stack_2,101_030,101,30,23,2_0,00000000002_0_0,2
stack_2,099_030,99,30,22,2_0,00000000002_0_0,2
stack_2,094_022,94,22,25,2_0,00000000002_0_0,2
stack_2,091_031,91,31,33,2_0,00000000002_0_0,2
stack_2,111_026,111,26,15,2_0,00000000002_0_0,2
stack_2,059_015,59,15,6,2_0,0000000000002_0,2
stack_2,029_005,29,5,10,2_0,0000000000002_0,2
stack_2,057_016,57,16,6,2_0,0000000000002_0,2
stack_2,026_004,26,4,12,2_0,0000000000002_0,2
stack_2,025_001,25,1,11,2_0,0000000000002_0,2
stack_2,024_004,24,4,1,2_0,0000000000002_0,2
stack_2,023_002,23,2,8,2_0,0000000000002_0,2
stack_2,022_005,22,5,5,2_0,0000000000002_0,2
stack_2,021_008,21,8,5,2_0,0000000000002_0,2
stack_2,020_002,20,2,2,2_0,000000000000002,2
stack_2,019_003,19,3,2,2_0,000000000000002,2
stack_2,018_003,18,3,2,2_0,000000000000002,2
stack_2,017_006,17,6,4,2_0,000000000000002,2
stack_2,016_006,16,6,7,2_0,000000000000002,2
stack_2,014_004,14,4,8,2_0,000000000000002,2
stack_2,013_004,13,4,8,2_0,000000000000002,2
stack_2,012_005,12,5,7,2_0,000000000000002,2
stack_2,011_007,11,7,7,2_0,000000000000002,2
stack_2,010_006,10,6,7,2_0,000000000000002,2
stack_2,009_008,9,8,3,2_0,000000000000002,2
stack_2,008_005,8,5,3,2_0,000000000000002,2
stack_2,007_002,7,2,3,2_0,000000000000002,2
stack_2,006_007,6,7,3,2_0,000000000000002,2
stack_2,005_002,5,2,3,2_0,000000000000002,2
stack_2,004_002,4,2,3,2_0,000000000000002,2
stack_2,003_006,3,6,3,2_0,000000000000002,2
stack_2,002_006,2,6,3,2_0,000000000000002,2
stack_2,001_007,1,7,4,2_0,000000000000002,2
stack_2,027_003,27,3,12,2_0,0000000000002_0,2
stack_2,028_004,28,4,11,2_0,0000000000002_0,2
stack_2,015_007,15,7,7,2_0,000000000000002,2
stack_2,030_007,30,7,2,2_0,0000000000002_0,2
stack_2,058_015,58,15,6,2_0,0000000000002_0,2
stack_2,056_016,56,16,7,2_0,0000000000002_0,2
stack_2,055_016,55,16,7,2_0,0000000000002_0,2
stack_2,054_016,54,16,7,2_0,0000000000002_0,2
stack_2,053_014,53,14,7,2_0,0000000000002_0,2
stack_2,052_013,52,13,7,2_0,0000000000002_0,2
stack_2,051_008,51,8,7,2_0,0000000000002_0,2
stack_2,050_013,50,13,7,2_0,0000000000002_0,2
stack_2,048_008,48,8,9,2_0,0000000000002_0,2
stack_2,047_011,47,11,8,2_0,0000000000002_0,2
stack_2,046_008,46,8,8,2_0,0000000000002_0,2
stack_2,045_010,45,10,8,2_0,0000000000002_0,2
stack_2,044_010,44,10,7,2_0,0000000000002_0,2
stack_2,049_014,49,14,8,2_0,0000000000002_0,2
stack_2,032_011,32,11,4,2_0,0000000000002_0,2
stack_2,031_010,31,10,4,2_0,0000000000002_0,2
stack_2,043_012,43,12,7,2_0,0000000000002_0,2
stack_2,033_016,33,16,2,2_0,0000000000002_0,2
stack_2,034_005,34,5,6,2_0,0000000000002_0,2
stack_2,035_008,35,8,6,2_0,0000000000002_0,2
stack_2,037_014,37,14,6,2_0,0000000000002_0,2
stack_2,036_009,36,9,6,2_0,0000000000002_0,2
stack_2,039_013,39,13,6,2_0,0000000000002_0,2
stack_2,040_013,40,13,6,2_0,0000000000002_0,2
stack_2,041_014,41,14,7,2_0,0000000000002_0,2
stack_2,042_015,42,15,7,2_0,0000000000002_0,2
stack_2,038_016,38,16,6,2_0,0000000000002_0,2
stack_2,085_012,85,12,15,2_1,00000000002_0_1,2
stack_2,082_015,82,15,9,2_1,00000000002_0_1,2
stack_2,083_009,83,9,11,2_1,00000000002_0_1,2
stack_2,084_018,84,18,13,2_1,00000000002_0_1,2
stack_2,086_011,86,11,11,2_1,00000000002_0_1,2
stack_2,092_014,92,14,10,2_1,00000000002_0_1,2
stack_2,088_005,88,5,10,2_1,00000000002_0_1,2
stack_2,089_008,89,8,10,2_1,00000000002_0_1,2
stack_2,090_002,90,2,12,2_1,00000000002_0_1,2
stack_2,091_006,91,6,15,2_1,00000000002_0_1,2
stack_2,081_013,81,13,11,2_1,00000000002_0_1,2
stack_2,087_007,87,7,8,2_1,00000000002_0_1,2
stack_2,080_012,80,12,11,2_1,00000000002_0_1,2
stack_2,065_024,65,24,3,2_1,00000000002_0_1,2
stack_2,078_008,78,8,11,2_1,00000000002_0_1,2
stack_2,077_020,77,20,10,2_1,00000000002_0_1,2
stack_2,076_005,76,5,8,2_1,00000000002_0_1,2
stack_2,075_003,75,3,8,2_1,00000000002_0_1,2
stack_2,074_006,74,6,7,2_1,00000000002_0_1,2
stack_2,073_013,73,13,3,2_1,00000000002_0_1,2
stack_2,072_019,72,19,2,2_1,00000000002_0_1,2
stack_2,071_009,71,9,2,2_1,00000000002_0_1,2
stack_2,070_006,70,6,3,2_1,00000000002_0_1,2
stack_2,069_021,69,21,4,2_1,00000000002_0_1,2
stack_2,068_015,68,15,2,2_1,00000000002_0_1,2
stack_2,067_019,67,19,2,2_1,00000000002_0_1,2
stack_2,079_011,79,11,12,2_1,00000000002_0_1,2
stack_2,064_010,64,10,6,2_1,0000000000002_0,2
stack_2,062_005,62,5,4,2_1,0000000000002_0,2
stack_2,063_008,63,8,3,2_1,0000000000002_0,2
stack_2,001_007,1,7,4,2_1,000000000000002,2
stack_2,028_004,28,4,11,2_1,0000000000002_0,2
stack_2,027_003,27,3,12,2_1,0000000000002_0,2
stack_2,026_004,26,4,12,2_1,0000000000002_0,2
stack_2,025_001,25,1,11,2_1,0000000000002_0,2
stack_2,024_004,24,4,1,2_1,0000000000002_0,2
stack_2,023_002,23,2,8,2_1,0000000000002_0,2
stack_2,022_005,22,5,5,2_1,0000000000002_0,2
stack_2,021_008,21,8,5,2_1,0000000000002_0,2
stack_2,020_002,20,2,2,2_1,000000000000002,2
stack_2,019_003,19,3,2,2_1,000000000000002,2
stack_2,018_003,18,3,2,2_1,000000000000002,2
stack_2,016_006,16,6,7,2_1,000000000000002,2
stack_2,015_007,15,7,7,2_1,000000000000002,2
stack_2,014_004,14,4,8,2_1,000000000000002,2
stack_2,013_004,13,4,8,2_1,000000000000002,2
stack_2,012_005,12,5,7,2_1,000000000000002,2
stack_2,011_007,11,7,7,2_1,000000000000002,2
stack_2,010_006,10,6,7,2_1,000000000000002,2
stack_2,009_008,9,8,3,2_1,000000000000002,2
stack_2,008_005,8,5,3,2_1,000000000000002,2
stack_2,007_002,7,2,3,2_1,000000000000002,2
stack_2,006_007,6,7,3,2_1,000000000000002,2
stack_2,005_002,5,2,3,2_1,000000000000002,2
stack_2,004_002,4,2,3,2_1,000000000000002,2
stack_2,003_006,3,6,3,2_1,000000000000002,2
stack_2,002_006,2,6,3,2_1,000000000000002,2
stack_2,061_012,61,12,6,2_1,0000000000002_0,2
stack_2,029_005,29,5,10,2_1,0000000000002_0,2
stack_2,030_007,30,7,2,2_1,0000000000002_0,2
stack_2,017_006,17,6,4,2_1,000000000000002,2
stack_2,032_011,32,11,4,2_1,0000000000002_0,2
stack_2,031_010,31,10,4,2_1,0000000000002_0,2
stack_2,059_015,59,15,6,2_1,0000000000002_0,2
stack_2,058_015,58,15,6,2_1,0000000000002_0,2
stack_2,057_016,57,16,6,2_1,0000000000002_0,2
stack_2,056_016,56,16,7,2_1,0000000000002_0,2
stack_2,055_016,55,16,7,2_1,0000000000002_0,2
stack_2,054_016,54,16,7,2_1,0000000000002_0,2
stack_2,053_014,53,14,7,2_1,0000000000002_0,2
stack_2,052_013,52,13,7,2_1,0000000000002_0,2
stack_2,051_008,51,8,7,2_1,0000000000002_0,2
stack_2,050_013,50,13,7,2_1,0000000000002_0,2
stack_2,049_014,49,14,8,2_1,0000000000002_0,2
stack_2,048_008,48,8,9,2_1,0000000000002_0,2
stack_2,047_011,47,11,8,2_1,0000000000002_0,2
stack_2,060_015,60,15,6,2_1,0000000000002_0,2
stack_2,045_010,45,10,8,2_1,0000000000002_0,2
stack_2,046_008,46,8,8,2_1,0000000000002_0,2
stack_2,034_005,34,5,6,2_1,0000000000002_0,2
stack_2,035_008,35,8,6,2_1,0000000000002_0,2
stack_2,036_009,36,9,6,2_1,0000000000002_0,2
stack_2,037_014,37,14,6,2_1,0000000000002_0,2
stack_2,038_016,38,16,6,2_1,0000000000002_0,2
stack_2,033_016,33,16,2,2_1,0000000000002_0,2
stack_2,040_013,40,13,6,2_1,0000000000002_0,2
stack_2,041_014,41,14,7,2_1,0000000000002_0,2
stack_2,042_015,42,15,7,2_1,0000000000002_0,2
stack_2,043_012,43,12,7,2_1,0000000000002_0,2
stack_2,044_010,44,10,7,2_1,0000000000002_0,2
stack_2,039_013,39,13,6,2_1,0000000000002_0,2
stack_2,081_020,81,20,22,2_2,00000000002_1_0,2
stack_2,082_009,82,9,23,2_2,00000000002_1_0,2
stack_2,083_026,83,26,22,2_2,00000000002_1_0,2
stack_2,092_009,92,9,14,2_2,00000000002_1_0,2
stack_2,084_019,84,19,22,2_2,00000000002_1_0,2
stack_2,087_003,87,3,20,2_2,00000000002_1_0,2
stack_2,086_023,86,23,23,2_2,00000000002_1_0,2
stack_2,088_009,88,9,17,2_2,00000000002_1_0,2
stack_2,089_017,89,17,16,2_2,00000000002_1_0,2
stack_2,090_020,90,20,18,2_2,00000000002_1_0,2
stack_2,080_017,80,17,22,2_2,00000000002_1_0,2
stack_2,085_023,85,23,22,2_2,00000000002_1_0,2
stack_2,079_016,79,16,23,2_2,00000000002_1_0,2
stack_2,072_002,72,2,11,2_2,00000000002_1_0,2
stack_2,077_017,77,17,19,2_2,00000000002_1_0,2
stack_2,076_020,76,20,20,2_2,00000000002_1_0,2
stack_2,075_007,75,7,18,2_2,00000000002_1_0,2
stack_2,074_012,74,12,13,2_2,00000000002_1_0,2
stack_2,073_005,73,5,13,2_2,00000000002_1_0,2
stack_2,071_010,71,10,10,2_2,00000000002_1_0,2
stack_2,070_011,70,11,11,2_2,00000000002_1_0,2
stack_2,069_013,69,13,9,2_2,00000000002_1_0,2
stack_2,068_011,68,11,9,2_2,00000000002_1_0,2
stack_2,067_013,67,13,8,2_2,00000000002_1_0,2
stack_2,066_013,66,13,10,2_2,00000000002_1_0,2
stack_2,124_022,124,22,7,2_2,00000000002_1_0,2
stack_2,093_007,93,7,11,2_2,00000000002_1_0,2
stack_2,078_010,78,10,22,2_2,00000000002_1_0,2
stack_2,094_008,94,8,9,2_2,00000000002_1_0,2
stack_2,063_021,63,21,10,2_2,0000000000002_1,2
stack_2,096_010,96,10,9,2_2,00000000002_1_0,2
stack_2,123_021,123,21,5,2_2,00000000002_1_0,2
stack_2,122_019,122,19,5,2_2,00000000002_1_0,2
stack_2,121_020,121,20,9,2_2,00000000002_1_0,2
stack_2,120_013,120,13,10,2_2,00000000002_1_0,2
stack_2,119_022,119,22,8,2_2,00000000002_1_0,2
stack_2,118_016,118,16,11,2_2,00000000002_1_0,2
stack_2,117_011,117,11,11,2_2,00000000002_1_0,2
stack_2,116_022,116,22,11,2_2,00000000002_1_0,2
stack_2,115_014,115,14,10,2_2,00000000002_1_0,2
stack_2,114_026,114,26,9,2_2,00000000002_1_0,2
stack_2,113_023,113,23,9,2_2,00000000002_1_0,2
stack_2,112_007,112,7,9,2_2,00000000002_1_0,2
stack_2,111_016,111,16,9,2_2,00000000002_1_0,2
stack_2,110_025,110,25,5,2_2,00000000002_1_0,2
stack_2,109_026,109,26,5,2_2,00000000002_1_0,2
stack_2,108_022,108,22,8,2_2,00000000002_1_0,2
stack_2,107_025,107,25,9,2_2,00000000002_1_0,2
stack_2,106_016,106,16,9,2_2,00000000002_1_0,2
stack_2,105_018,105,18,8,2_2,00000000002_1_0,2
stack_2,104_019,104,19,8,2_2,00000000002_1_0,2
stack_2,103_012,103,12,10,2_2,00000000002_1_0,2
stack_2,102_022,102,22,10,2_2,00000000002_1_0,2
stack_2,101_023,101,23,7,2_2,00000000002_1_0,2
stack_2,100_005,100,5,6,2_2,00000000002_1_0,2
stack_2,099_016,99,16,8,2_2,00000000002_1_0,2
stack_2,098_013,98,13,9,2_2,00000000002_1_0,2
stack_2,097_002,97,2,11,2_2,00000000002_1_0,2
stack_2,095_011,95,11,11,2_2,00000000002_1_0,2
stack_2,062_014,62,14,10,2_2,0000000000002_1,2
stack_2,065_016,65,16,8,2_2,00000000002_1_0,2
stack_2,060_003,60,3,12,2_2,0000000000002_1,2
stack_2,028_003,28,3,6,2_2,0000000000002_1,2
stack_2,027_007,27,7,5,2_2,0000000000002_1,2
stack_2,026_003,26,3,5,2_2,0000000000002_1,2
stack_2,025_006,25,6,6,2_2,0000000000002_1,2
stack_2,024_002,24,2,8,2_2,0000000000002_1,2
stack_2,023_004,23,4,4,2_2,0000000000002_1,2
stack_2,022_007,22,7,3,2_2,0000000000002_1,2
stack_2,020_002,20,2,2,2_2,000000000000002,2
stack_2,019_003,19,3,2,2_2,000000000000002,2
stack_2,018_003,18,3,2,2_2,000000000000002,2
stack_2,017_006,17,6,4,2_2,000000000000002,2
stack_2,016_006,16,6,7,2_2,000000000000002,2
stack_2,014_004,14,4,8,2_2,000000000000002,2
stack_2,013_004,13,4,8,2_2,000000000000002,2
stack_2,012_005,12,5,7,2_2,000000000000002,2
stack_2,011_007,11,7,7,2_2,000000000000002,2
stack_2,010_006,10,6,7,2_2,000000000000002,2
stack_2,009_008,9,8,3,2_2,000000000000002,2
stack_2,008_005,8,5,3,2_2,000000000000002,2
stack_2,007_002,7,2,3,2_2,000000000000002,2
stack_2,006_007,6,7,3,2_2,000000000000002,2
stack_2,005_002,5,2,3,2_2,000000000000002,2
stack_2,004_002,4,2,3,2_2,000000000000002,2
stack_2,003_006,3,6,3,2_2,000000000000002,2
stack_2,002_006,2,6,3,2_2,000000000000002,2
stack_2,001_007,1,7,4,2_2,000000000000002,2
stack_2,061_009,61,9,11,2_2,0000000000002_1,2
stack_2,029_006,29,6,6,2_2,0000000000002_1,2
stack_2,030_005,30,5,7,2_2,0000000000002_1,2
stack_2,015_007,15,7,7,2_2,000000000000002,2
stack_2,032_002,32,2,11,2_2,0000000000002_1,2
stack_2,059_008,59,8,12,2_2,0000000000002_1,2
stack_2,031_003,31,3,11,2_2,0000000000002_1,2
stack_2,058_006,58,6,12,2_2,0000000000002_1,2
stack_2,057_004,57,4,12,2_2,0000000000002_1,2
stack_2,056_003,56,3,11,2_2,0000000000002_1,2
stack_2,055_004,55,4,11,2_2,0000000000002_1,2
stack_2,054_008,54,8,11,2_2,0000000000002_1,2
stack_2,053_002,53,2,11,2_2,0000000000002_1,2
stack_2,052_006,52,6,12,2_2,0000000000002_1,2
stack_2,050_009,50,9,11,2_2,0000000000002_1,2
stack_2,049_003,49,3,12,2_2,0000000000002_1,2
stack_2,048_009,48,9,12,2_2,0000000000002_1,2
stack_2,047_010,47,10,12,2_2,0000000000002_1,2
stack_2,046_006,46,6,12,2_2,0000000000002_1,2
stack_2,051_004,51,4,12,2_2,0000000000002_1,2
stack_2,034_004,34,4,11,2_2,0000000000002_1,2
stack_2,033_007,33,7,11,2_2,0000000000002_1,2
stack_2,045_011,45,11,12,2_2,0000000000002_1,2
stack_2,035_001,35,1,12,2_2,0000000000002_1,2
stack_2,036_003,36,3,12,2_2,0000000000002_1,2
stack_2,037_003,37,3,12,2_2,0000000000002_1,2
stack_2,039_009,39,9,12,2_2,0000000000002_1,2
stack_2,038_010,38,10,12,2_2,0000000000002_1,2
stack_2,041_003,41,3,12,2_2,0000000000002_1,2
stack_2,042_008,42,8,12,2_2,0000000000002_1,2
stack_2,043_009,43,9,12,2_2,0000000000002_1,2
stack_2,044_006,44,6,12,2_2,0000000000002_1,2
stack_2,040_009,40,9,12,2_2,0000000000002_1,2
stack_2,084_003,84,3,26,2_3,00000000002_1_1,2
stack_2,081_004,81,4,25,2_3,00000000002_1_1,2
stack_2,082_001,82,1,26,2_3,00000000002_1_1,2
stack_2,083_002,83,2,26,2_3,00000000002_1_1,2
stack_2,085_003,85,3,26,2_3,00000000002_1_1,2
stack_2,091_008,91,8,21,2_3,00000000002_1_1,2
stack_2,087_009,87,9,24,2_3,00000000002_1_1,2
stack_2,088_012,88,12,24,2_3,00000000002_1_1,2
stack_2,089_012,89,12,25,2_3,00000000002_1_1,2
stack_2,090_011,90,11,25,2_3,00000000002_1_1,2
stack_2,080_001,80,1,25,2_3,00000000002_1_1,2
stack_2,086_003,86,3,25,2_3,00000000002_1_1,2
stack_2,079_002,79,2,26,2_3,00000000002_1_1,2
stack_2,065_015,65,15,17,2_3,00000000002_1_1,2
stack_2,077_002,77,2,25,2_3,00000000002_1_1,2
stack_2,076_006,76,6,27,2_3,00000000002_1_1,2
stack_2,075_002,75,2,26,2_3,00000000002_1_1,2
stack_2,074_002,74,2,25,2_3,00000000002_1_1,2
stack_2,073_004,73,4,22,2_3,00000000002_1_1,2
stack_2,072_005,72,5,22,2_3,00000000002_1_1,2
stack_2,071_005,71,5,15,2_3,00000000002_1_1,2
stack_2,070_008,70,8,15,2_3,00000000002_1_1,2
stack_2,069_005,69,5,15,2_3,00000000002_1_1,2
stack_2,068_009,68,9,15,2_3,00000000002_1_1,2
stack_2,067_014,67,14,16,2_3,00000000002_1_1,2
stack_2,066_012,66,12,15,2_3,00000000002_1_1,2
stack_2,092_005,92,5,22,2_3,00000000002_1_1,2
stack_2,078_003,78,3,25,2_3,00000000002_1_1,2
stack_2,093_005,93,5,21,2_3,00000000002_1_1,2
stack_2,123_004,123,4,55,2_3,00000000002_1_1,2
stack_2,095_002,95,2,19,2_3,00000000002_1_1,2
stack_2,124_010,124,10,55,2_3,00000000002_1_1,2
stack_2,122_004,122,4,66,2_3,00000000002_1_1,2
stack_2,121_003,121,3,90,2_3,00000000002_1_1,2
stack_2,120_006,120,6,90,2_3,00000000002_1_1,2
stack_2,119_012,119,12,63,2_3,00000000002_1_1,2
stack_2,118_013,118,13,63,2_3,00000000002_1_1,2
stack_2,117_009,117,9,63,2_3,00000000002_1_1,2
stack_2,116_014,116,14,57,2_3,00000000002_1_1,2
stack_2,115_005,115,5,37,2_3,00000000002_1_1,2
stack_2,114_025,114,25,24,2_3,00000000002_1_1,2
stack_2,113_016,113,16,24,2_3,00000000002_1_1,2
stack_2,112_018,112,18,25,2_3,00000000002_1_1,2
stack_2,111_024,111,24,24,2_3,00000000002_1_1,2
stack_2,094_002,94,2,18,2_3,00000000002_1_1,2
stack_2,110_023,110,23,14,2_3,00000000002_1_1,2
stack_2,108_009,108,9,16,2_3,00000000002_1_1,2
stack_2,107_009,107,9,18,2_3,00000000002_1_1,2
stack_2,106_002,106,2,17,2_3,00000000002_1_1,2
stack_2,105_003,105,3,18,2_3,00000000002_1_1,2
stack_2,104_003,104,3,17,2_3,00000000002_1_1,2
stack_2,103_004,103,4,19,2_3,00000000002_1_1,2
stack_2,102_006,102,6,22,2_3,00000000002_1_1,2
stack_2,101_002,101,2,18,2_3,00000000002_1_1,2
stack_2,100_001,100,1,15,2_3,00000000002_1_1,2
stack_2,099_001,99,1,16,2_3,00000000002_1_1,2
stack_2,098_004,98,4,18,2_3,00000000002_1_1,2
stack_2,097_018,97,18,19,2_3,00000000002_1_1,2
stack_2,096_007,96,7,18,2_3,00000000002_1_1,2
stack_2,109_027,109,27,13,2_3,00000000002_1_1,2
stack_2,063_021,63,21,10,2_3,0000000000002_1,2
stack_2,064_020,64,20,16,2_3,00000000002_1_1,2
stack_2,061_009,61,9,11,2_3,0000000000002_1,2
stack_2,028_003,28,3,6,2_3,0000000000002_1,2
stack_2,027_007,27,7,5,2_3,0000000000002_1,2
stack_2,026_003,26,3,5,2_3,0000000000002_1,2
stack_2,025_006,25,6,6,2_3,0000000000002_1,2
stack_2,024_002,24,2,8,2_3,0000000000002_1,2
stack_2,023_004,23,4,4,2_3,0000000000002_1,2
stack_2,022_007,22,7,3,2_3,0000000000002_1,2
stack_2,020_002,20,2,2,2_3,000000000000002,2
stack_2,019_003,19,3,2,2_3,000000000000002,2
stack_2,018_003,18,3,2,2_3,000000000000002,2
stack_2,017_006,17,6,4,2_3,000000000000002,2
stack_2,016_006,16,6,7,2_3,000000000000002,2
stack_2,014_004,14,4,8,2_3,000000000000002,2
stack_2,013_004,13,4,8,2_3,000000000000002,2
stack_2,012_005,12,5,7,2_3,000000000000002,2
stack_2,011_007,11,7,7,2_3,000000000000002,2
stack_2,010_006,10,6,7,2_3,000000000000002,2
stack_2,009_008,9,8,3,2_3,000000000000002,2
stack_2,008_005,8,5,3,2_3,000000000000002,2
stack_2,007_002,7,2,3,2_3,000000000000002,2
stack_2,006_007,6,7,3,2_3,000000000000002,2
stack_2,005_002,5,2,3,2_3,000000000000002,2
stack_2,004_002,4,2,3,2_3,000000000000002,2
stack_2,003_006,3,6,3,2_3,000000000000002,2
stack_2,002_006,2,6,3,2_3,000000000000002,2
stack_2,001_007,1,7,4,2_3,000000000000002,2
stack_2,062_014,62,14,10,2_3,0000000000002_1,2
stack_2,029_006,29,6,6,2_3,0000000000002_1,2
stack_2,030_005,30,5,7,2_3,0000000000002_1,2
stack_2,015_007,15,7,7,2_3,000000000000002,2
stack_2,032_002,32,2,11,2_3,0000000000002_1,2
stack_2,060_003,60,3,12,2_3,0000000000002_1,2
stack_2,031_003,31,3,11,2_3,0000000000002_1,2
stack_2,059_008,59,8,12,2_3,0000000000002_1,2
stack_2,058_006,58,6,12,2_3,0000000000002_1,2
stack_2,057_004,57,4,12,2_3,0000000000002_1,2
stack_2,056_003,56,3,11,2_3,0000000000002_1,2
stack_2,055_004,55,4,11,2_3,0000000000002_1,2
stack_2,054_008,54,8,11,2_3,0000000000002_1,2
stack_2,053_002,53,2,11,2_3,0000000000002_1,2
stack_2,051_004,51,4,12,2_3,0000000000002_1,2
stack_2,050_009,50,9,11,2_3,0000000000002_1,2
stack_2,049_003,49,3,12,2_3,0000000000002_1,2
stack_2,048_009,48,9,12,2_3,0000000000002_1,2
stack_2,047_010,47,10,12,2_3,0000000000002_1,2
stack_2,052_006,52,6,12,2_3,0000000000002_1,2
stack_2,034_004,34,4,11,2_3,0000000000002_1,2
stack_2,033_007,33,7,11,2_3,0000000000002_1,2
stack_2,046_006,46,6,12,2_3,0000000000002_1,2
stack_2,035_001,35,1,12,2_3,0000000000002_1,2
stack_2,036_003,36,3,12,2_3,0000000000002_1,2
stack_2,037_003,37,3,12,2_3,0000000000002_1,2
stack_2,039_009,39,9,12,2_3,0000000000002_1,2
stack_2,038_010,38,10,12,2_3,0000000000002_1,2
stack_2,041_003,41,3,12,2_3,0000000000002_1,2
stack_2,042_008,42,8,12,2_3,0000000000002_1,2
stack_2,043_009,43,9,12,2_3,0000000000002_1,2
stack_2,044_006,44,6,12,2_3,0000000000002_1,2
stack_2,045_011,45,11,12,2_3,0000000000002_1,2
stack_2,040_009,40,9,12,2_3,0000000000002_1,2
stack_2,085_018,85,18,18,3_0,00000000003_0_0,3
stack_2,081_014,81,14,19,3_0,00000000003_0_0,3
stack_2,082_021,82,21,18,3_0,00000000003_0_0,3
stack_2,083_017,83,17,18,3_0,00000000003_0_0,3
stack_2,084_030,84,30,18,3_0,00000000003_0_0,3
stack_2,086_017,86,17,18,3_0,00000000003_0_0,3
stack_2,092_013,92,13,18,3_0,00000000003_0_0,3
stack_2,088_016,88,16,19,3_0,00000000003_0_0,3
stack_2,089_015,89,15,19,3_0,00000000003_0_0,3
stack_2,090_018,90,18,19,3_0,00000000003_0_0,3
stack_2,091_021,91,21,16,3_0,00000000003_0_0,3
stack_2,080_013,80,13,18,3_0,00000000003_0_0,3
stack_2,087_011,87,11,19,3_0,00000000003_0_0,3
stack_2,079_027,79,27,20,3_0,00000000003_0_0,3
stack_2,065_005,65,5,16,3_0,0000000000003_0,3
stack_2,077_015,77,15,23,3_0,00000000003_0_0,3
stack_2,076_017,76,17,23,3_0,00000000003_0_0,3
stack_2,075_017,75,17,22,3_0,00000000003_0_0,3
stack_2,074_009,74,9,19,3_0,00000000003_0_0,3
stack_2,073_021,73,21,20,3_0,00000000003_0_0,3
stack_2,072_028,72,28,21,3_0,00000000003_0_0,3
stack_2,071_025,71,25,16,3_0,00000000003_0_0,3
stack_2,070_029,70,29,16,3_0,00000000003_0_0,3
stack_2,069_017,69,17,17,3_0,0000000000003_0,3
stack_2,068_001,68,1,18,3_0,0000000000003_0,3
stack_2,067_003,67,3,15,3_0,0000000000003_0,3
stack_2,066_007,66,7,14,3_0,0000000000003_0,3
stack_2,093_021,93,21,19,3_0,00000000003_0_0,3
stack_2,078_021,78,21,20,3_0,00000000003_0_0,3
stack_2,094_020,94,20,16,3_0,00000000003_0_0,3
stack_2,124_025,124,25,9,3_0,00000000003_0_0,3
stack_2,096_015,96,15,16,3_0,00000000003_0_0,3
stack_2,064_007,64,7,15,3_0,0000000000003_0,3
stack_2,123_023,123,23,6,3_0,00000000003_0_0,3
stack_2,122_022,122,22,8,3_0,00000000003_0_0,3
stack_2,121_024,121,24,12,3_0,00000000003_0_0,3
stack_2,120_025,120,25,13,3_0,00000000003_0_0,3
stack_2,119_021,119,21,11,3_0,00000000003_0_0,3
stack_2,118_004,118,4,12,3_0,00000000003_0_0,3
stack_2,117_019,117,19,10,3_0,00000000003_0_0,3
stack_2,116_016,116,16,12,3_0,00000000003_0_0,3
stack_2,115_011,115,11,12,3_0,00000000003_0_0,3
